brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,seats,torque_nm,mileage_kmpl
GMC,Yukon SLT,2015,"94,500 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,"$30,000",5,716.0,13.967283868521957
Mercedes-Benz,GLS 550 Base 4MATIC,2017,"88,454 mi.",Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,"$39,999",5,634.0,10.90728587147574
Cadillac,CTS Base,2010,"81,696 mi.",Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,"$9,499",5,405.0,10.046115979222936
Cadillac,CTS Base,2005,"94,100 mi.",Gasoline,255.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,"$6,099",5,486.0,12.415340615521112
Ford,Explorer Limited,2022,"17,500 mi.",Hybrid,318.0HP 3.3L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,White,Black,None reported,Yes,"$46,000",5,446.0,14.067220694421373
Acura,RDX,2016,"132,252 mi.",Gasoline,3.5 Liter,Automatic,Crystal Black,Black,None reported,,"$18,998",5,472.0,12.52893147655361
Toyota,Highlander XLE,2022,"4,437 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$42,000",5,472.0,11.872819627246985
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,"70,500 mi.",Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$23,000",5,270.0,13.32006918600466
Nissan,Pickup Truck XE,1994,"89,144 mi.",–,–,A/T,Red,Gray,None reported,Yes,"$5,899",7,472.0,14.181294966222092
Toyota,Corolla CE,2008,"170,000 mi.",Gasoline,126.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,"$5,199",5,243.0,14.130003396725051
Honda,Element EX,2008,"122,000 mi.",Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,"$10,500",5,324.0,12.904102083815054
Toyota,Camry Solara SE,2008,"57,852 mi.",Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,,,"$13,900",5,446.0,12.40590094575128
Hyundai,Genesis 4.6,2010,"120,321 mi.",Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,"$10,500",5,621.0,13.341742291554684
BMW,325 Ci,2004,"178,000 mi.",Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Brown,None reported,Yes,"$5,750",5,338.0,11.415140344411324
BMW,M3 Base,2002,"60,255 mi.",Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,"$28,750",5,432.0,13.120248376839603
Land,Rover Range Rover Sport HSE Dynamic,2019,"77,690 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,"$43,500",5,405.0,13.17216927205084
Chevrolet,Corvette ZR-1,2009,"18,000 mi.",Gasoline,638.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$78,000",5,837.0,10.178683185606593
Honda,Prelude Type SH,2001,"125,000 mi.",Gasoline,200.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,"$18,000",5,297.0,12.208376711997936
Lexus,NX 300 Base,2021,"6,449 mi.",Gasoline,2.0L I4 16V PDI DOHC Turbo,6-Speed Automatic,Silver,Black,At least 1 accident or damage reported,,"$35,999",5,270.0,11.332177997469357
Volkswagen,Golf GTI 2.0T SE 4-Door,2019,"33,000 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$27,500",5,270.0,11.489626754216594
Nissan,Armada LE,2009,"87,130 mi.",Gasoline,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,None reported,Yes,"$20,000",5,756.0,12.22875608423577
Lexus,SC 300 Base,1998,"165,000 mi.",Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Beige,None reported,Yes,"$8,700",5,405.0,12.942017295775106
Toyota,Camry Solara SLE,2008,"73,000 mi.",Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,"$11,500",5,446.0,13.86056720993528
Porsche,Macan S,2020,"22,354 mi.",Gasoline,3.0L V6 24V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,,"$54,900",5,405.0,14.227360433853232
Tesla,Model Y Performance,2023,"6,188 mi.",,455.0HP Electric Motor Electric Fuel System,A/T,Gray,White,None reported,Yes,"$53,900",5,472.0,10.680045003174
GMC,Terrain SLT,2019,"60,807 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Red Quartz Tintcoat,Medium Ash Gray,At least 1 accident or damage reported,Yes,"$25,925",5,270.0,11.270948583225929
Jeep,Compass Latitude,2014,"105,000 mi.",Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$10,950",5,270.0,8.397888882828344
Audi,Q7 3.0T Prestige,2018,"63,400 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$29,900",5,405.0,9.04337668489008
Ford,F-250 Platinum,2022,"4,500 mi.",Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,"$86,500",5,986.0,12.700122448740732
Jeep,Gladiator Overland,2020,"8,025 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,None reported,Yes,"$42,433",5,486.0,10.839127284600016
Lincoln,Navigator L Reserve,2019,"49,131 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Tan,–,,,"$55,460",5,472.0,13.357653127818264
Tesla,Model X P100D,2017,"100,346 mi.",,Electric Motor Electric Fuel System,1-Speed A/T,Silver,White,None reported,Yes,"$45,999",5,472.0,14.738675657285851
Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,"62,285 mi.",Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$29,950",5,405.0,8.501161105921295
Lexus,RX 350 Base,2021,"5,040 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,"$48,900",5,472.0,8.241779399975627
RAM,1500 Laramie,2022,"12,940 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,At least 1 accident or damage reported,,"$46,999",5,770.0,14.65244343483129
Mitsubishi,Outlander Sport ES,2015,"98,385 mi.",Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,"$10,500",5,324.0,9.547101469714232
Hyundai,Sonata SE,2013,"43,903 mi.",Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,"$12,500",5,324.0,12.828261284756405
Ford,Mustang EcoBoost Premium,2017,"41,650 mi.",Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"$23,600",5,310.0,11.845552855555905
BMW,X5 PHEV xDrive45e,2022,"31,850 mi.",Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$60,500",5,405.0,10.242660742191546
Hyundai,Sonata Hybrid Limited,2013,"96,419 mi.",Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,"$14,999",5,324.0,8.864404182123858
Honda,Odyssey EX-L,2007,"170,000 mi.",Gasoline,244.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"$7,700",5,472.0,10.713019410044666
Chevrolet,Colorado LT Crew Cab,2009,"139,000 mi.",Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$14,500",5,716.0,10.747271183796794
Buick,Enclave Premium,2016,"134,655 mi.",Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Ebony Twilight Metallic,Ebony,None reported,Yes,"$18,051",5,486.0,8.994401962004444
BMW,M235 i,2015,"81,000 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Red,None reported,Yes,"$27,890",5,405.0,8.693294179447994
McLaren,720S Performance,2020,"9,989 mi.",Gasoline,710.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"$324,995",5,540.0,13.44119957652719
Kia,Telluride SX,2022,"46,347 mi.",Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,None reported,,"$46,120",5,513.0,12.09397022781542
Chevrolet,Corvette Base,2007,"4,048 mi.",Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Gray,None reported,Yes,"$38,000",5,810.0,13.140791483219129
Mercedes-Benz,S-Class S 63 AMG,2015,"79,876 mi.",Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,None reported,Yes,"$45,750",5,742.0,13.777569788782854
Toyota,Mirai Limited,2021,"44,000 mi.",not supported,182.0HP Electric Motor Hydrogen Fuel,A/T,Gray,Black,None reported,Yes,"$18,500",5,472.0,8.717052900637
Alfa,Romeo Giulia Ti,2017,"56,910 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,,,"$23,000",5,270.0,14.860121737663745
Land,Rover Range Rover Sport HSE,2019,"65,019 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"$40,500",5,405.0,10.66127048342696
Nissan,370Z Touring,2009,"133,409 mi.",Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$14,999",5,500.0,8.568254383212217
BMW,330 i xDrive,2018,"74,381 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,"$22,995",5,270.0,9.84511464507532
Porsche,Macan,2023,"2,925 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Carrara White Metallic,Black,None reported,Yes,"$73,300",5,270.0,10.43690893216489
BMW,128 i,2013,"67,874 mi.",Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,"$18,000",5,405.0,14.595395330040654
Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,2018,"71,500 mi.",Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,"$61,000",5,742.0,8.909740072243107
Jeep,Wrangler Sport,2014,"71,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,"$22,000",5,486.0,14.860091313617406
Ford,F-150 Raptor,2018,"64,517 mi.",Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,"$47,995",5,472.0,9.428150689669051
Dodge,Sprinter 2500 High Roof,2004,"55,000 mi.",Diesel,154.0HP 2.7L 5 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,"$24,000",5,621.0,10.535347598298422
BMW,M550 i xDrive,2019,"7,580 mi.",Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$51,500",5,594.0,12.782367739713862
Hyundai,Sonata GLS,2010,"135,000 mi.",Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Gray,None reported,Yes,"$3,999",5,324.0,8.27376338307108
Honda,Accord EX-L,2019,"62,200 mi.",Gasoline,192.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,"$21,500",5,202.0,11.289006827773957
Cadillac,CTS 3.6L Premium,2014,"69,001 mi.",Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,"$19,500",5,486.0,10.307724484103282
Toyota,4Runner Venture Special Edition,2021,"28,567 mi.",Gasoline,"4L V-6 DOHC, VVT-i variable valve control, regular unleaded, eng",Automatic,–,Black/Graphite,None reported,,"$44,775",5,540.0,10.71591956857377
Jaguar,XJ8 L,2006,"78,049 mi.",Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,"$13,980",5,567.0,11.79585484003704
Ford,F-150 Lariat,2021,"36,821 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Agate Black Metallic,Black,,,"$49,273",5,472.0,9.798971668591488
Chevrolet,Suburban High Country,2021,"23,292 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Black,None reported,Yes,"$73,500",5,837.0,8.524284338330474
Chevrolet,Suburban 1500 LTZ,2010,"162,671 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,"$12,000",5,716.0,11.741202693215122
Land,Rover LR2 HSE,2010,"100,472 mi.",Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,"$9,975",5,432.0,9.051911578539398
Subaru,WRX Limited,2017,"73,120 mi.",Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,"$19,950",5,270.0,8.29397929768301
Ford,Expedition Timberline,2022,"23,300 mi.",Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Green,Green,None reported,Yes,"$67,500",5,472.0,8.710226115860136
Honda,Clarity Plug-In Hybrid Base,2018,"71,000 mi.",Plug-In Hybrid,212.0HP 1.5L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Red,Beige,At least 1 accident or damage reported,Yes,"$17,500",5,202.0,12.886342969979186
RAM,3500 Laramie,2022,"16,648 mi.",Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Flame Red Clearcoat,Black,None reported,,"$70,999",5,1200.0,12.781595827477217
Chevrolet,Silverado 2500 LT,2011,"240,000 mi.",Diesel,335.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,None reported,Yes,"$18,500",5,1200.0,8.829831138882282
Lexus,RX 450h Base,2013,"119,755 mi.",Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"$19,500",5,472.0,8.047838999296427
Mercedes-Benz,M-Class ML 350 4MATIC,2015,"88,000 mi.",E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Silver,Gray,None reported,Yes,"$19,500",5,472.0,10.460978743537632
BMW,X5 xDrive40i,2021,"41,000 mi.",Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,Yes,"$50,000",5,405.0,13.7556289959319
Chevrolet,Camaro 2SS,2022,"7,458 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,"$47,500",5,837.0,11.04370274544427
Jeep,Gladiator Sport S,2022,"23,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,"$43,000",5,486.0,9.42848719886344
Land,Rover Discovery LSE,1998,"149,437 mi.",Gasoline,182.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,"$9,995",5,540.0,13.240030067619877
Ford,F-250 XLT,2017,"244,000 mi.",Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Red,Beige,None reported,Yes,"$35,500",5,1200.0,8.910324750823492
RAM,1500 Rebel,2019,"46,000 mi.",Hybrid,305.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,–,None reported,Yes,"$37,900",5,486.0,9.197709269938832
Audi,Q5 S line Premium Plus,2022,"13,133 mi.",Hybrid,2.0 Liter TFSI,Automatic,Silver,Black,None reported,,"$42,998",5,270.0,8.065248406634069
RAM,1500 SLT,2017,"45,000 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,"$29,999",5,770.0,9.981008350222796
Mazda,CX-30 Premium Package,2021,"18,385 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,White / Brown,None reported,Yes,"$29,255",5,338.0,8.504011737221278
BMW,840 Gran Coupe i xDrive,2020,"25,793 mi.",Gasoline,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Black,None reported,,"$52,999",5,405.0,13.35753482108596
Porsche,Boxster S,2005,"44,400 mi.",Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$29,800",5,432.0,14.624169985307136
Chevrolet,Malibu Limited LT,2016,"104,000 mi.",Gasoline,2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,"$10,500",5,338.0,13.077705819078172
Cadillac,Escalade Premium Luxury,2023,600 mi.,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$103,000",5,837.0,10.070475390978284
MINI,Cooper S Base,2007,"45,000 mi.",Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,"$7,900",5,216.0,12.000143709027553
Jeep,Gladiator Mojave,2022,"24,500 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,"$64,000",5,486.0,8.566950336776399
Buick,Encore GX Essence,2020,"35,569 mi.",Gasoline,1.3L I3 12V MPFI DOHC Turbo,Automatic CVT,Satin Steel Metallic,Ebony,None reported,,"$21,999",5,176.0,14.553029872335536
Toyota,Highlander XLE,2020,"35,000 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$36,999",5,472.0,12.936589026874312
Acura,MDX Touring,2003,"165,000 mi.",Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"$4,000",5,472.0,8.906383818739071
Land,Rover Range Rover Sport SE MHEV,2021,"15,000 mi.",Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,"$69,000",5,405.0,14.853192460377624
BMW,535 i xDrive,2014,"119,750 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,"$15,499",5,405.0,14.151074807744116
Nissan,350Z Touring,2007,"90,000 mi.",Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,M/T,White,Green,At least 1 accident or damage reported,Yes,"$12,000",5,472.0,11.966853088326078
Ford,Transit Connect XLT,2015,"112,000 mi.",Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,"$14,500",5,338.0,8.820058139727577
Mercedes-Benz,SL-Class SL550 Roadster,2008,"150,000 mi.",Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,"$16,800",5,742.0,12.866201940780533
Porsche,911 Turbo S,2021,"1,912 mi.",Gasoline,640.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,"$240,000",5,513.0,8.941087758951097
Hyundai,Sonata Sport 2.0T,2015,"82,900 mi.",Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$13,995",5,270.0,8.872684128540076
Audi,TT 1.8T,2004,"79,500 mi.",Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$12,000",5,243.0,9.889921271503235
Volvo,XC90 T6 Inscription,2019,"60,000 mi.",Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$37,000",5,270.0,13.795320790551775
RAM,1500 Big Horn,2021,"41,800 mi.",Diesel,260.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,White,Black,None reported,Yes,"$44,900",5,690.0,11.76312636559101
Chevrolet,Tahoe LT,2021,"71,536 mi.",Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Black,Jet Black,None reported,Yes,"$49,685",5,716.0,14.335303294328916
Ford,Explorer XLT,2014,"127,558 mi.",Gasoline,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Green,Charcoal Black,None reported,Yes,"$13,715",5,472.0,13.566499757547106
Ford,Mustang Mach-E Premium,2023,"13,232 mi.",,346.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,"$45,000",5,472.0,8.04053245928209
Chevrolet,Camaro 1SS,2017,"39,000 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Yellow,Black,None reported,Yes,"$31,500",5,837.0,9.992541913333184
Ford,Bronco Big Bend Advanced,2023,"11,500 mi.",Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,"$54,490",7,364.0,13.748962176808629
Chrysler,Pacifica Launch Edition,2020,"22,200 mi.",Gasoline,287.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,"$36,800",5,486.0,13.040575550008484
Tesla,Model Y Long Range,2023,"7,414 mi.",,425.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,"$56,515",5,472.0,12.60872397689494
Lamborghini,Huracan LP580-2,2017,"14,586 mi.",Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Blue Caelum,Nero Ade,None reported,,"$209,991",5,702.0,12.010218103016523
RAM,1500 Rebel,2021,"32,000 mi.",Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,Yes,"$50,927",5,770.0,12.555110754452436
Toyota,86 Base,2020,"14,700 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$27,350",5,270.0,10.656141288302384
BMW,X5 xDrive50i,2016,"79,995 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$23,995",5,594.0,10.21382574866862
GMC,Yukon Denali,2018,"76,000 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$44,500",5,837.0,8.208462219650398
Honda,Accord EX-L,2014,"62,000 mi.",Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,"$18,987",5,324.0,13.548802500870403
Maserati,Ghibli S Q4,2017,"53,500 mi.",Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"$28,700",5,405.0,8.086285734355517
Hyundai,Kona EV SEL,2022,"9,400 mi.",,201.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Black,None reported,Yes,"$31,999",5,324.0,13.511103316995696
BMW,435 i,2014,"86,500 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"$20,900",5,405.0,14.729138165521894
Mercedes-Benz,GL-Class GL 450,2011,"148,000 mi.",Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$9,900",5,634.0,10.037181674799667
GMC,Sierra 1500 SLE,2014,"100,080 mi.",E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,"$22,989",5,580.0,10.193226004987094
Dodge,Challenger SRT Demon,2018,"2,620 mi.",Gasoline,808.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,,,"$155,700",5,837.0,9.253073706346232
BMW,X5 PHEV xDrive45e,2023,"3,099 mi.",Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Black,None reported,Yes,"$74,995",5,405.0,9.451439987599102
Dodge,Durango R/T,2020,"78,000 mi.",Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,At least 1 accident or damage reported,Yes,"$29,500",5,770.0,10.265547816017287
Ferrari,488 Spider Base,2019,"9,005 mi.",Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,White,–,None reported,,"$319,900",5,526.0,9.731348147609795
Ford,Bronco Sport Big Bend,2022,"16,700 mi.",Gasoline,181.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,"$31,000",5,202.0,10.452118684824118
Honda,Civic LX,2015,"51,300 mi.",Gasoline,143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,"$17,500",5,243.0,10.722250912474625
Ford,Shelby GT350 Base,2018,"8,237 mi.",Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$62,900",5,702.0,10.726603148287891
Volkswagen,Jetta S,2010,"99,000 mi.",Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,"$6,000",5,338.0,12.993055836141425
